Symbol,Time,Open,High,Low,Close,Volume,Ticker
LIG,2023-12-22,4300,4400,4200,4300,956700,LIG
LIX,2023-12-22,49200,51200,49200,50000,3500,LIX
LLM,2023-12-22,8000,9300,8000,9300,200,LLM
LMC,2023-12-22,18900,18900,14500,14500,400,LMC
LMH,2023-12-22,2900,3000,2900,2900,90200,LMH
LPB,2023-12-22,15350,15750,15350,15600,2091500,LPB
LPT,2023-12-22,6300,6300,6200,6200,12800,LPT
LSG,2023-12-22,9800,10000,9700,9900,12100,LSG
LSS,2023-12-22,10950,11100,10950,11000,194200,LSS
LTC,2023-12-22,4200,4200,3500,3500,5200,LTC
LTG,2023-12-22,26000,26200,25600,26200,207300,LTG
LUT,2023-12-22,1500,1700,1400,1400,39200,LUT
M10,2023-12-22,19100,20900,19100,20900,5500,M10
MAC,2023-12-22,13800,14000,13700,14000,4900,MAC
MAS,2023-12-22,34500,34500,29800,29800,2000,MAS
MBB,2023-12-22,18150,18450,18100,18300,8546800,MBB
MBG,2023-12-22,4300,4400,4200,4300,408400,MBG
MBS,2023-12-22,23000,23300,22300,22600,3859000,MBS
MCF,2023-12-22,8500,8500,8500,8500,900,MCF
MCG,2023-12-22,2200,2300,2100,2200,34700,MCG
MCH,2023-12-22,85300,87500,85300,87100,12300,MCH
MCM,2023-12-22,36800,37000,36600,36700,9300,MCM
MCO,2023-12-22,5600,5900,5600,5600,10900,MCO
MCP,2023-12-22,35000,35000,35000,35000,500,MCP
MDC,2023-12-22,10800,11000,10800,11000,15500,MDC
MDF,2023-12-22,11300,11300,9200,9200,2800,MDF
MDG,2023-12-22,12950,13750,12400,13300,700,MDG
MEL,2023-12-22,5700,6100,5700,6100,200,MEL
MFS,2023-12-22,25000,25100,25000,25100,2100,MFS
MGC,2023-12-22,4700,4800,4600,4800,5700,MGC
MGG,2023-12-22,36500,37900,30000,30000,7700,MGG
MH3,2023-12-22,35000,35500,34200,35400,5400,MH3
MHC,2023-12-22,9110,9240,9050,9100,147800,MHC
MIC,2023-12-22,14300,16400,14300,16400,1100,MIC
MIG,2023-12-22,18000,18500,17850,18500,154800,MIG
MKP,2023-12-22,26400,26500,26400,26400,9000,MKP
MLS,2023-12-22,11800,11800,11500,11500,800,MLS
MML,2023-12-22,31300,31400,31300,31400,20000,MML
MPC,2023-12-22,17300,17300,17000,17200,51500,MPC
MPT,2023-12-22,500,600,400,500,186600,MPT
MQN,2023-12-22,20400,20400,20400,20400,200,MQN
MRF,2023-12-22,24400,24400,24400,24400,800,MRF
MSB,2023-12-22,12600,12700,12500,12600,2554300,MSB
MSH,2023-12-22,36400,36700,36100,36100,55100,MSH
MSN,2023-12-22,64000,64200,63000,63000,2188600,MSN
MSR,2023-12-22,14400,14600,14100,14600,117100,MSR
MST,2023-12-22,5600,5900,5600,5700,2202000,MST
MTA,2023-12-22,3500,3500,3500,3500,6000,MTA
MTL,2023-12-22,4700,4700,4700,4700,5700,MTL
MVC,2023-12-22,12200,12400,12200,12200,87100,MVC
MVN,2023-12-22,20000,20000,18500,18500,1700,MVN
MWG,2023-12-22,42450,42650,42000,42350,6074600,MWG
NAB,2023-12-22,15300,15800,15200,15500,551000,NAB
NAF,2023-12-22,15100,15100,14950,15100,58000,NAF
NAG,2023-12-22,8800,8800,8600,8800,35300,NAG
NAP,2023-12-22,10300,10300,10300,10300,200,NAP
NAS,2023-12-22,21000,21000,20000,21000,11700,NAS
NAV,2023-12-22,15550,15700,15550,15700,2600,NAV
NBB,2023-12-22,20600,20600,20000,20150,45900,NBB
NBC,2023-12-22,11500,11700,11500,11700,41900,NBC
NBT,2023-12-22,14000,14000,13800,13800,400,NBT
NCG,2023-12-22,14200,15800,14200,15200,80100,NCG
NCS,2023-12-22,19500,20000,19500,20000,200,NCS
NCT,2023-12-22,87400,88400,87400,88300,3700,NCT
ND2,2023-12-22,30000,31000,30000,31000,3700,ND2
NDC,2023-12-22,150000,150000,150000,150000,300,NDC
NDN,2023-12-22,9700,9800,9600,9600,73100,NDN
NDX,2023-12-22,6400,6400,6300,6300,2100,NDX
NED,2023-12-22,4700,4800,4700,4800,65200,NED
NET,2023-12-22,65200,65700,65200,65700,2200,NET
NFC,2023-12-22,15000,16400,15000,16400,600,NFC
NHA,2023-12-22,17150,17300,16900,16950,161100,NHA
NHH,2023-12-22,18950,19050,18350,18500,1085100,NHH
NHP,2023-12-22,400,500,300,400,87200,NHP
NHT,2023-12-22,11500,11700,11500,11700,1200,NHT
NHV,2023-12-22,900,1000,900,1000,127400,NHV
NJC,2023-12-22,19300,19300,19300,19300,100,NJC
NKG,2023-12-22,24450,24750,24000,24300,7395600,NKG
NLG,2023-12-22,36700,36900,36450,36700,907500,NLG
NNC,2023-12-22,19000,19300,19000,19300,3800,NNC
NO1,2023-12-22,11200,11950,11200,11550,127500,NO1
NOS,2023-12-22,1000,1000,800,1000,13400,NOS
NQN,2023-12-22,9900,9900,9900,9900,2700,NQN
NRC,2023-12-22,4700,4900,4700,4700,1866300,NRC
NS2,2023-12-22,8100,8100,8100,8100,2400,NS2
NSC,2023-12-22,69300,69300,69100,69200,7800,NSC
NSH,2023-12-22,4500,4500,4400,4500,24900,NSH
NST,2023-12-22,6900,6900,6900,6900,100,NST
NT2,2023-12-22,23850,23900,23400,23450,531900,NT2
NTC,2023-12-22,188100,190800,188100,190200,35400,NTC
NTL,2023-12-22,27800,28800,27700,28450,1118800,NTL
NTP,2023-12-22,35600,36700,35600,36600,54300,NTP
